ID,X,Y
1,67.942706,166.31111
1,67.945845,166.21497
1,67.955623,165.91545
1,67.965401,165.61594
1,67.975179,165.31643
1,67.674909,165.30663
1,67.374638,165.29684
1,67.074368,165.28704
1,66.774097,165.27725
1,66.670133,165.27386
1,66.473827,165.26746
1,66.483605,164.96794
1,66.493383,164.66843
1,66.500232,164.4586
1,60.49096,164.2626
1,60.432216,166.06219
1,60.658728,166.16499
1,61.173123,166.82
1,61.537474,167.78502
1,61.74188,168.41501
1,61.788742,168.66999
1,62.565622,168.92997
1,63.358125,168.94996
1,63.856227,168.81996
1,64.577471,168.38999
1,65.445004,167.79497
1,66.263731,167.19999
1,66.613319,167.01417
1,66.719232,166.95787
1,67.029836,166.79277
1,67.331028,166.63267
1,67.575505,166.50272
1,67.621642,166.4782
1,67.778126,166.39502
1,67.942706,166.31111
2,122.604234,167.74097
2,123.500607,168.15499
2,125.046242,168.60501
2,125.186258,168.65502
2,125.243105,168.61503
2,125.998737,168.10998
2,126.319977,167.98499
2,126.504503,167.97126
2,126.509241,167.82625
2,126.519027,167.52673
2,126.528813,167.22721
2,126.538599,166.92769
2,126.548385,166.62816
2,126.55524,166.41833
2,126.55817,166.32864
2,126.567956,166.02912
2,126.577742,165.72959
2,126.277462,165.71979
2,126.287248,165.42027
2,126.297033,165.12075
2,126.306819,164.82122
2,126.316604,164.5217
2,126.326389,164.22218
2,126.026109,164.21238
2,125.725829,164.20257
2,125.42555,164.19277
2,125.12527,164.18297
2,125.115485,164.48249
2,124.815205,164.47269
2,124.80542,164.77221
2,124.795634,165.07173
2,124.785849,165.37125
2,124.776064,165.67078
2,125.076343,165.68058
2,125.066558,165.9801
2,125.056772,166.27962
2,125.053842,166.36931
2,122.651607,166.29089
2,122.644752,166.50072
2,122.540785,166.49733
2,122.521214,167.09637
2,122.625182,167.09977
2,122.925461,167.10957
2,122.915675,167.40909
2,122.90589,167.70862
2,122.605611,167.69881
2,122.604234,167.74097
3,128.753418,166.49009
3,128.955653,160.29995
3,126.757469,160.2282
3,126.753876,160.33819
3,126.744091,160.63771
3,126.734306,160.93724
3,126.724521,161.23676
3,126.714736,161.53628
3,126.704951,161.8358
3,126.695166,162.13532
3,126.685381,162.43485
3,126.675596,162.73437
3,126.665811,163.03389
3,126.656025,163.33341
3,126.64624,163.63294
3,126.34596,163.62313
3,126.336175,163.92266
3,126.326389,164.22218
3,126.316604,164.5217
3,126.306819,164.82122
3,126.297033,165.12075
3,126.287248,165.42027
3,126.277462,165.71979
3,126.577742,165.72959
3,126.567956,166.02912
3,126.55817,166.32864
3,126.55524,166.41833
3,126.548385,166.62816
3,126.538599,166.92769
3,126.528813,167.22721
3,126.519027,167.52673
3,126.509241,167.82625
3,126.504503,167.97126
3,126.85751,167.94499
3,127.495628,167.79498
3,128.037506,167.29497
3,128.632503,166.905
3,128.741173,166.86488
3,128.753418,166.49009
4,92.250391,167.54453
4,92.720597,167.49002
4,94.07062,167.74498
4,94.349954,167.6853
4,94.65266,167.62064
4,95.217475,167.49998
4,96.171369,167.13879
4,96.775608,166.91
4,97.698819,166.27063
4,97.708093,165.98665
4,97.717875,165.68713
4,97.727441,165.47742
4,91.51905,165.2748
4,91.473073,166.6827
4,91.677131,166.68936
4,91.977405,166.69916
4,91.967623,166.99868
4,92.267898,167.00847
4,92.258116,167.30799
4,92.250391,167.54453
5,122.604234,167.74097
5,122.605611,167.69881
5,122.90589,167.70862
5,122.915675,167.40909
5,122.925461,167.10957
5,122.625182,167.09977
5,122.521214,167.09637
5,122.540785,166.49733
5,122.644752,166.50072
5,122.651607,166.29089
5,122.654537,166.2012
5,122.664323,165.90168
5,122.560355,165.89828
5,122.58971,164.99972
5,122.393399,164.99331
5,122.093119,164.98351
5,122.102904,164.68399
5,122.112689,164.38446
5,122.122474,164.08494
5,121.822195,164.07514
5,121.83198,163.77562
5,121.5317,163.76582
5,121.541485,163.46629
5,121.551269,163.16677
5,121.851549,163.17658
5,121.861333,162.87705
5,121.561054,162.86725
5,121.570838,162.56773
5,121.580623,162.26821
5,121.280343,162.25841
5,121.290128,161.95889
5,120.989848,161.94908
5,120.999633,161.64956
5,121.009417,161.35004
5,121.019201,161.05052
5,120.718922,161.04072
5,120.418642,161.03092
5,120.428426,160.7314
5,120.128147,160.72159
5,120.137931,160.42207
5,119.837651,160.41227
5,119.847435,160.11275
5,119.851028,160.00276
5,116.544082,159.89482
5,116.472004,162.10146
5,116.46222,162.40098
5,116.452436,162.7005
5,116.442653,163.00002
5,116.393733,164.49762
5,116.697886,164.50755
5,116.998164,164.51735
5,117.298442,164.52715
5,117.308227,164.22763
5,117.608505,164.23744
5,117.908784,164.24724
5,118.209063,164.25704
5,118.218847,163.95752
5,118.519126,163.96732
5,118.819404,163.97712
5,118.80962,164.27664
5,118.799836,164.57616
5,119.100114,164.58597
5,119.400393,164.59577
5,119.390609,164.89529
5,119.380824,165.19481
5,119.681103,165.20461
5,119.673123,165.44887
5,119.705613,165.44997
5,119.942625,165.51299
5,120.100632,165.555
5,120.307485,165.64499
5,120.707004,166.22741
5,120.729368,166.26001
5,120.84641,166.33993
5,121.14045,166.54072
5,121.395628,166.71497
5,121.724024,167.08018
5,122.115001,167.51499
5,122.501702,167.69361
5,122.604234,167.74097
6,92.250391,167.54453
6,92.258116,167.30799
6,92.267898,167.00847
6,91.967623,166.99868
6,91.977405,166.69916
6,91.677131,166.68936
6,91.473073,166.6827
6,91.51905,165.2748
6,85.313392,165.07232
6,85.27147,166.35617
6,85.441241,166.37002
6,86.535603,166.32998
6,87.617499,166.27502
6,88.318126,166.34496
6,88.764989,166.57497
6,89.228729,166.88502
6,89.703097,167.24
6,90.312502,167.59002
6,90.76311,167.65501
6,91.44247,167.61983
6,91.728757,167.605
6,92.250391,167.54453
7,128.753418,166.49009
7,128.741173,166.86488
7,129.580615,166.55498
7,130.057256,166.53266
7,130.52186,166.50497
7,130.870602,166.42001
7,131.318102,166.10003
7,132.514345,165.56501
7,133.506869,165.14
7,133.968107,164.99498
7,134.666253,164.88503
7,135.018409,164.88115
7,135.14809,160.91207
7,135.161469,160.50255
7,133.063372,160.43405
7,128.955653,160.29995
7,128.753418,166.49009
8,53.563041,164.87073
8,53.572024,164.54684
8,53.5818,164.24733
8,53.588649,164.0375
8,53.591576,163.94782
8,53.291308,163.93803
8,52.991039,163.92823
8,52.690771,163.91844
8,52.687844,164.00812
8,48.079861,163.85786
8,48.008024,166.05893
8,48.741873,166.42497
8,49.124382,166.48
8,49.626854,166.20998
8,49.917376,166.00514
8,49.995615,165.94997
8,50.496244,165.74002
8,50.733377,165.65359
8,51.360618,165.42497
8,51.440029,165.40106
8,52.04717,165.21829
8,52.293019,165.12083
8,52.356936,165.12715
8,53.275004,164.88001
8,53.563041,164.87073
9,79.091124,165.37921
9,79.081345,165.67872
9,79.079557,165.73346
9,79.688745,165.94996
9,80.083727,166.165
9,80.359361,166.33
9,80.788124,166.45502
9,81.403753,166.45496
9,82.370453,166.3306
9,82.413728,166.32504
9,83.478756,166.385
9,83.871884,166.37754
9,84.003749,166.37504
9,84.475189,166.31263
9,84.570633,166.29999
9,84.705612,166.31002
9,85.27147,166.35617
9,85.313392,165.07232
9,82.114355,164.96795
9,82.107503,165.17778
9,81.80723,165.16798
9,81.506958,165.15819
9,81.513809,164.94836
9,80.612991,164.91897
9,80.60614,165.1288
9,80.305867,165.119
9,80.296088,165.41852
9,79.995816,165.40872
9,79.695543,165.39893
9,79.395271,165.38913
9,79.091124,165.37921
10,122.651607,166.29089
10,125.053842,166.36931
10,125.056772,166.27962
10,125.066558,165.9801
10,125.076343,165.68058
10,124.776064,165.67078
10,124.785849,165.37125
10,124.795634,165.07173
10,124.80542,164.77221
10,124.815205,164.47269
10,125.115485,164.48249
10,125.12527,164.18297
10,125.42555,164.19277
10,125.725829,164.20257
10,126.026109,164.21238
10,126.326389,164.22218
10,126.336175,163.92266
10,126.34596,163.62313
10,126.355745,163.32361
10,126.055465,163.31381
10,125.755185,163.30401
10,125.454905,163.2942
10,125.154625,163.2844
10,125.16441,162.98488
10,124.86413,162.97508
10,124.873915,162.67555
10,124.573635,162.66575
10,124.58342,162.36623
10,124.593205,162.06671
10,124.60299,161.76719
10,124.612774,161.46766
10,124.312494,161.45786
10,124.322279,161.15834
10,124.332064,160.85882
10,124.341848,160.5593
10,124.351632,160.25977
10,124.051352,160.24997
10,123.751072,160.24017
10,123.741288,160.53969
10,123.731503,160.83921
10,123.431223,160.82941
10,123.421439,161.12893
10,123.411654,161.42846
10,123.40187,161.72798
10,123.392085,162.0275
10,123.382301,162.32702
10,123.372516,162.62654
10,123.362731,162.92606
10,123.663011,162.93587
10,123.653226,163.23539
10,123.352946,163.22559
10,123.343162,163.52511
10,123.333377,163.82463
10,123.633656,163.83443
10,123.933936,163.84423
10,123.924151,164.14376
10,123.914366,164.44328
10,123.614086,164.43348
10,123.604301,164.733
10,123.304022,164.7232
10,123.003742,164.71339
10,122.993957,165.01292
10,122.693678,165.00311
10,122.58971,164.99972
10,122.560355,165.89828
10,122.664323,165.90168
10,122.654537,166.2012
10,122.651607,166.29089
11,67.942706,166.31111
11,69.111846,165.71502
11,70.118098,165.35002
11,70.381899,165.25528
11,70.387123,165.09527
11,70.396901,164.79576
11,70.403751,164.58593
11,70.406679,164.49624
11,70.416457,164.19673
11,70.426235,163.89721
11,70.436013,163.5977
11,70.445791,163.29819
11,70.455569,162.99867
11,70.75584,163.00847
11,70.765618,162.70895
11,71.06589,162.71875
11,71.075667,162.41923
11,71.085445,162.11972
11,70.785174,162.10993
11,70.794952,161.81041
11,70.804729,161.5109
11,71.105001,161.52069
11,71.114779,161.22118
11,70.814507,161.21138
